run_id,platform,scenario,label,load,iteration,frames,duration_ms,fps_mean,fps_median,fps_p1_low,fps_p5_low,frame_ms_mean,frame_ms_median,frame_ms_stddev,frame_ms_p95,frame_ms_p99,frame_ms_max,jank_60_share,jank_30_share,update_ms_median,update_ms_p99,render_ms_median,render_ms_p99,other_ms_median,gpu_ms_median,gpu_ms_p99,gpu_samples,heap_mb_start,heap_mb_peak,heap_mb_end,js_ready_ms,ttfr_submit_ms,init_ms,first_frame_render_ms,heap_mb_at_ttfr,tbt_total_ms,clicks,ok,miss,timeout,superseded,latency_render_ms_median,latency_render_ms_p95,latency_render_ms_mean,latency_frame_ms_median,queue_ms_median,dispatch_ms_median,apply_ms_median,commit_ms_median,frame_wait_ms_median,miss_share,capacity_fps60,capacity_fps30
amd-ryzen-5 · chrome|s1|034_threejs_B_i4,amd-ryzen-5 · chrome,s1,threejs,B,4,593.0,30044.9,19.73712676693918,19.878739688021554,16.26307144370635,17.38974005337434,50.665935919054704,50.30499999970198,2.5909483014255383,55.708999999798834,57.83959999963645,71.96999999973923,1.0,1.0,0.06500000040978193,0.18499999966472389,49.6949999993667,56.96260000005365,0.48999999929219484,49.42976,55.74272,591.0,586.626,612.0926,606.5083,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|035_threejs_A_i4,amd-ryzen-5 · chrome,s1,threejs,A,4,2116.0,30003.995,70.5239418950707,162.60162600641075,12.76196206050531,13.509949112520477,14.179581758034079,6.150000000372529,20.867384426230235,69.88250000029802,76.31900000018068,83.37000000011176,0.12996219281663515,0.12996219281663515,0.03500000014901161,0.19000000027008354,5.3549999999813735,75.27375000012107,0.6549999993294477,12.0696,13.497812799999998,2095.0,68.8521,83.9552,77.1794,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|036_threejs_C_i4,amd-ryzen-5 · chrome,s1,threejs,C,4,947.0,30029.505,31.535651353560556,31.640563201577457,25.21573461853874,26.77559205391465,31.710142555438107,31.605000000447035,2.0459142638870467,35.47800000021234,38.143900000080464,44.989999999292195,1.0,0.17845828933474128,0.029999999329447746,0.11500000022351742,31.21499999985099,37.67429999940097,0.35499999951571226,26.48332,32.292809999999996,946.0,91.1678,143.512,136.1177,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|037_r3f-ref_D_i4,amd-ryzen-5 · chrome,s1,r3f-ref,D,4,544.0,30055.495,18.099851624469935,18.068479537532056,13.391541902130605,16.183072506166145,55.249071691176674,55.34499999973923,2.9369611668266495,57.726250000251454,60.500950000099856,91.39500000048429,1.0,1.0,0.07000000029802322,0.17499999981373549,54.697500000242144,59.990249999808164,0.5100000002421439,54.26696,59.728046400000004,542.0,620.0409,629.4871,589.7721,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|038_r3f-ref_A_i4,amd-ryzen-5 · chrome,s1,r3f-ref,A,4,2116.0,30000.505,70.53214604220855,160.12810247911997,12.75882181396216,13.63851568786477,14.177932419659683,6.245000000111759,20.657525423750055,69.07874999986961,76.0202500001993,85.30499999970198,0.13043478260869565,0.12996219281663515,0.0400000000372529,0.18000000049360096,5.445000000298023,75.01399999978018,0.6799999997019768,12.076,13.5777448,2095.0,76.3761,84.6155,68.531,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|039_threejs_D_i4,amd-ryzen-5 · chrome,s1,threejs,D,4,540.0,30040.64,17.97564898750457,17.957351290684624,14.235280719726736,16.36442979055451,55.63081481481592,55.6875,2.2922437952411774,57.78025000025518,63.023099999520966,75.07500000018626,1.0,1.0,0.07499999925494194,0.1630499995127321,55.05999999959022,62.37044999961745,0.4900000002235174,54.370000000000005,60.0103392,538.0,585.3372,616.3869,603.2284,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|040_r3f-ref_B_i4,amd-ryzen-5 · chrome,s1,r3f-ref,B,4,604.0,30035.06,20.109831643419042,20.08637139694701,18.585345455110794,18.994194107993373,49.726920529802186,49.78500000014901,1.4805614282811066,51.99775000005029,53.075350000066685,55.43999999947846,1.0,1.0,0.06000000052154064,0.17484999981708838,49.18250000057742,52.258949999772014,0.4950000001117587,49.062560000000005,51.4977104,602.0,601.1317,637.8244,637.8244,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|041_threejs_C_i5,amd-ryzen-5 · chrome,s1,threejs,C,5,957.0,30008.035,31.891458404390534,31.903014835167312,25.50948102387747,27.10503778841418,31.356358411703393,31.34499999973923,2.0310261293548346,35.03400000017136,37.94719999972731,41.364999999292195,1.0,0.14211076280041798,0.03000000026077032,0.12220000006258458,30.950000000186265,37.486999999769026,0.36499999929219484,26.20534,31.560258,956.0,94.3296,146.3029,144.981,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|042_threejs_B_i5,amd-ryzen-5 · chrome,s1,threejs,B,5,603.0,30048.93,20.06727028216998,20.11465352515332,15.317845289755288,17.75489369258576,49.832388059700996,49.71499999985099,2.529685797590953,52.37349999994039,56.93319999961183,85.53500000014901,1.0,1.0,0.05999999959021807,0.18990000039339075,49.16000000014901,56.34850000055507,0.47500000055879354,48.88992,56.18688,601.0,586.6496,613.5676,586.3907,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|043_r3f-ref_D_i5,amd-ryzen-5 · chrome,s1,r3f-ref,D,5,540.0,30049.395,17.970411717107492,17.967837570664173,13.698067202730279,16.1911272622686,55.647027777778675,55.65500000026077,2.7765304675200717,58.455250000068915,61.427799999481074,88.75500000081956,1.0,1.0,0.07500000018626451,0.20805000000633306,55.00749999983236,60.69020000029356,0.5200000004842877,54.502480000000006,59.6890064,538.0,611.8608,629.6052,588.8324,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|044_threejs_A_i5,amd-ryzen-5 · chrome,s1,threejs,A,5,2129.0,30060.52,70.82379147133953,168.4919966417936,12.583590997347617,13.432786644265533,14.119549084076821,5.934999999590218,21.440392112584664,70.62099999990313,77.3294000002369,83.0800000000745,0.13057773602630343,0.13057773602630343,0.03500000014901161,0.19500000029802322,5.159999999217689,76.22759999997912,0.650000000372529,12.01496,13.3884376,2112.0,68.0122,83.8181,77.0433,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|045_r3f-ref_A_i5,amd-ryzen-5 · chrome,s1,r3f-ref,A,5,2123.0,30045.03,70.66060509841333,160.642570290738,12.849655965750232,13.643811566089378,14.152157324540868,6.224999999627471,20.779814401364764,69.15450000008568,75.89499999925499,83.07499999925494,0.1304757418747056,0.1304757418747056,0.03500000014901161,0.19000000040978193,5.409999999217689,74.75690000016245,0.6799999997019768,12.05264,13.633145999999998,2106.0,76.0788,85.0538,68.3082,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|046_r3f-ref_C_i5,amd-ryzen-5 · chrome,s1,r3f-ref,C,5,938.0,30023.73,31.241954280831035,31.252441596945186,24.77598381296801,26.42728904843155,32.0082409381658,31.99750000005588,2.1765559572888162,35.82199999988079,39.23944999989122,42.16500000003725,1.0,0.2484008528784648,0.03000000026077032,0.12000000011175871,31.559999999590218,38.61945000064559,0.3799999998882413,26.78908,33.238719999999994,937.0,104.9275,156.4743,142.1478,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|047_threejs_D_i5,amd-ryzen-5 · chrome,s1,threejs,D,5,546.0,30027.055,18.18360142211767,18.134832479307324,15.809026954372337,16.93963529592087,54.994606227105685,55.14250000054017,1.8559455862259298,57.21250000037253,59.745500000100584,71.53000000026077,1.0,1.0,0.07500000018626451,0.17825000025331905,54.53499999968335,58.83550000032409,0.5,53.87576,57.25729120000002,544.0,585.8363,613.0106,603.8664,,,,,,,,,,,,,,,,,,,,,,,
amd-ryzen-5 · chrome|s1|048_r3f-ref_B_i5,amd-ryzen-5 · chrome,s1,r3f-ref,B,5,599.0,30028.74,19.94755690714947,19.90643973312085,15.745303963061607,18.229534989693793,50.13145242070154,50.235000000335276,2.143028436626171,52.12150000007823,55.02049999978392,77.85999999940395,1.0,1.0,0.06499999947845936,0.18010000061243764,49.59500000067055,54.46460000006481,0.4950000001117587,49.50544,52.945248,597.0,597.5983,621.94,621.5857,,,,,,,,,,,,,,,,,,,,,,,
